,用户名,弹幕,会员等级,发布时间,弹幕点赞数,弹幕id
0,,鹿哥你拍了敢放出来吗,0,209,2,6755705487950886810
0,,旅行社又在搞事情,0,209,31,6755706504818657180
0,,21公里跑一个小时？,0,209,9,6755703783096351707
0,, 鹿哥你咋这么爱拍别人,0,208,12,6755703929339149579
0,, 送你一支兰州,0,208,4,6755702524760017756
0,,王晨艺真是大可爱,0,207,6,6755702262339146262
0,,哈哈哈哈哈车坏了,0,206,12,6755709036675658066
0,,鹿晗放出手机照片,0,205,10,6755709132927602282
0,,大兰州,0,205,2,6755710314340712426
0,,兰州兰州,0,208,0,6755711464608605509
0,阿翡,来看虞书欣挖百合,0,209,1,6755711513094724575
0,, 哈哈哈哈哈,0,207,1,6755714139282411382
0,, 虞书欣 我来了,0,208,0,6755715988773607770
0,,期待晨艺,0,208,0,6755718499018148722
0,关小y,祈祷,0,206,0,6755717739169911950
0,, 鹿晗小朋友手里究竟有多少人的睡颜呢,0,206,2,6755720662423639581
0,, 听说这期鹿哥智商爆表[厉害],0,208,2,6755714431708592914
0,, 哈哈哈哈哈哈,0,208,1,6755714337231878488
0,,真的很累啊，11个小时,0,205,1,6755712310524226275
0,,这么坐11个小时也太累了吧？,0,206,2,6755723695764305041
0,设计师-许升,我大兰州,0,207,0,6755732337565643416
0,,期待张颜齐！,0,205,0,6755741690201839785
0,,哈哈哈哈,0,205,0,6755750926226044691
0,,想看鹿鹿子的手机哈哈哈哈哈,0,207,1,6755789837429831119
0,, 鹿哥来拍我吧,0,207,0,6755794533323613242
0,娜娜,为啥不坐飞机？高铁🚄？,0,207,3,6755794861350383762
0,,第一,1,196,1,6755691567124030986
0,,哈哈党 : 甘肃人,1,198,22,6755691727832990564
0,,鹿哥冲冲冲,4,199,27,6755691760756912732
0,,兰州兰州,0,199,8,6755693564422237951
0,京师律师,哈哈党 : 晨艺这个大棉袄哈哈哈哈哈,3,195,30,6755693953632373120
0,, 皮皮鹿专注拍照十一年哈哈哈哈或或,0,195,13,6755694481715524869
0,,来看虞书欣挖百合,0,198,20,6755694314711917234
0,勾起唇角`没心没肺的微笑,兰州拉面，嘻,0,198,7,6755695548554520780
0,阳阳妈咪,这熟悉的街道,0,196,11,6755694781981192376
0,,居然有虞书欣 还没看感觉就已经哈哈哈哈哈了,4,197,33,6755696061660201948
0,,来了就把鹿晗打上去,0,196,20,6755696560093460924
0,Blossom.,就喜欢你的不准时,0,197,10,6755697154678354688
0,,看这期鹿晗王者智商,0,199,7,6755697987835596167
0,,来了期待虞书欣,0,197,2,6755698025550067279
0,, 听说这期鹿哥智商爆表[厉害],0,196,1,6755698236884285548
0,,  兰州拉面我来啦,0,196,8,6755698210263021373
0,, 鹿晗：报道报道,0,198,3,6755698797000031053
0,, 12吗,0,199,1,6755699251550341450
0,,鹿哥你拍了敢放出来吗,0,195,7,6755700449912321023
0,, 鹿哥你咋这么爱拍别人,0,195,1,6755700441319198646
0,, 鹿晗小朋友手里究竟有多少人的睡颜呢,0,199,19,6755700508616802324
0,Sue,真的很累啊，11个小时,0,199,5,6755700918450592454
0,往事如风, 来了,0,196,0,6755700995402528528
0,,鹿晗，你在干啥,0,199,0,6755701468847159530
0,,鹿5晗就爱拍别人,0,195,5,6755703851120576518
0,, 啊,0,197,0,6755704385117372321
0,, 鹿哥来拍我吧,0,198,1,6755708518433005944
0,,徐溫柔路過,0,197,3,6755712262155512441
0,,欢迎来兰州,0,196,7,6755713844669593124
0,,鹿晗放出手机照片,0,199,1,6755714564169867241
0,77,期待张颜齐！,0,196,1,6755719474750962214
0,,对鹿晗路转粉,0,198,4,6755735923070267628
0,,虞书欣,0,195,0,6755735972949293125
0,,甘肃省兰州市,0,195,11,6755732276852751519
0,我是xuxia,鹿晗调皮。,0,198,0,6755729989226142164
0,AFangor,赫赫的腰永远的痛,0,195,7,6755745589003582449
0,,开始了吗,0,198,0,6755762875576552568
0,籍籍无名, 兰州是甘肃的,0,197,5,6755764116943026762
0,,鹿哥俺来了,0,197,1,6755777971829067289
0,, 1,0,197,0,6755842999739461084
0,,哈哈党 : 来来来 第一第一,1,183,17,6755691422198209336
0,π,来了来了,3,183,4,6755691478065379118
0,丽,鹿哥鹿哥来看你啦,1,182,15,6755692884055491719
0,"慢着,别慌",哈哈哈哈,4,184,16,6755693231363782964
0,,哈哈党 : 打卡哈哈,1,181,15,6755693623641576777
0,,我来了,0,184,4,6755695092327491221
0,,居然有虞书欣,0,182,9,6755695196031657735
0,家给我的快乐\🧸,第一鹿晗我来咯,3,180,19,6755695030309517251
0,,第一打卡,0,181,4,6755695824622615511
0,,来看齐齐了,0,183,15,6755697245909667544
0,,来了，鹿哥,0,183,2,6755699582300525421
0,抱住星星.,鹿晗,2,184,0,6755700114204064782
0,, 准备吃饭啦,0,183,0,6755700514560123673
0,,下饭下饭,1,182,6,6755701218557281251
0,,期待张颜齐！,0,181,4,6755703070220553164
0,,鹿鹿子,0,184,4,6755704693973349048
0,,下一季一定要原版人马，谢谢节目组,0,181,12,6755706005164072872
0,, 拉面,0,180,2,6755706814948638548
0,, 兰州兰州！！！！,0,184,3,6755707459144762943
0,,对鹿晗路转粉,0,180,3,6755708019214058855
0,,鹿哥俺来了,0,181,5,6755708614196002414
0,阿翡,我来啦 虞书欣,0,180,1,6755711390042268852
0,1874、, 真实的旅程,0,183,3,6755716668149923893
0,,哈哈哈我来啦欣子,0,182,3,6755719430064864057
0,,我的家乡兰州,0,184,5,6755720767109320482
0,,鹿哥又帅了,0,180,1,6755712205456910860
0,,小齐我来啦,4,183,2,6755724849034312076
0,,真 怼脸拍,0,181,0,6755727990787088045
0,, 鹿晗这笑声、,0,181,4,6755735345843082876
0,,都累了,4,183,1,6755736621606796228
0,,开心😲,0,180,1,6755731921406799930
0,Fairy,期待虞书欣！,0,181,6,6755740683764693576
0,人间香奈儿,我的鹿鹿,0,180,2,6755745554303743113
0,,我偶遇过这期，虞书欣本人很好看,0,182,7,6755753666936291837
0,,第二,0,180,1,6755757143225735976
0,,虞书欣，我来了,0,184,2,6755770055981731709
0,袁双萍,鹿鹿子鹿晗你太皮了,0,182,7,6755787977315087769
0,,好家伙，张颜齐这脸也太优越了吧,0,182,9,6755797756624272210
0,隆元丹,坐汽车好辛苦,0,184,1,6755813944218599429
0,ベ☆小强呐, 鹿鹿子不分享一下的吗？,0,182,1,6755824114440800245
0,Re.,哈哈党 : 鹿哥鹿哥    可不可以要一张你的签名照啊,3,192,42,6755690709929938763
0,,哈哈党 :  哈哈哈哈哈,0,191,24,6755691558180417904
0,, 鹿哥鹿哥    可不可以要一张你的签名照啊,4,194,34,6755691719179122338
0,, 完美啊,0,192,1,6755692749862222631
0,,哈哈党 : 鹿晗小朋友手里究竟有多少人的睡颜呢,3,193,98,6755692525010791019
0,心, 打卡打卡,0,194,1,6755695700232831467
0,,鹿哥冲啊,1,190,10,6755696951929893384
0,Lik,来了来了来了来了,0,193,11,6755696461557022240
0,,照片发出来啊！！,0,193,23,6755697267392580091
0,,来了朋友们,0,192,5,6755697722884554725
0,,邓超加油啊,0,194,6,6755698236897863372
0,, 鹿哥你咋这么爱拍别人,0,190,19,6755699463533641143
0,,哈哈哈哈,0,194,1,6755703526196233523
0,,想看鹿鹿子的手机哈哈哈哈哈,0,193,11,6755704848910581120
0,,晗哥，你把张颜齐照片发给我吗,1,192,20,6755705587758544994
0,,来看齐齐了,0,194,6,6755706636720436133
0,人间太皮,坐高铁不香吗,0,193,11,6755707669728184379
0,,哈哈党 : 皮皮鹿专注拍照十一年哈哈哈哈或或,0,192,5,6755702006805408625
0,,鹿宝贝,0,194,0,6755712265137670452
0,, 兰州兰州！！！！,0,190,6,6755713829231371525
0,, 开车去兰州？？？,0,190,14,6755714067047397287
0,,来了，鹿哥,0,190,2,6755716639057179392
0,,下饭综艺,0,193,3,6755717188965041030
0,, 大哥来也,0,193,0,6755720743851904761
0,,  张颜齐啊兄弟想你了,0,194,2,6755714699289406149
0,,鹿晗,0,192,0,6755723621747422252
0,菜头君。,居然开车到兰州？？？,0,190,5,6755712076846967085
0,,第一鹿晗我来咯,0,190,4,6755712018717802892
0,, 鹿好皮啊哈哈,0,192,0,6755724181879582741
0,,张颜齐怎么还不走,0,193,5,6755724623524382009
0,, 11小时理还乱,0,190,0,6755734431421629720
0,,来看齐齐,0,191,6,6755742512074388509
0,,真 怼脸拍,0,191,18,6755744403484514169
0,,我来看鱼头欣欣啦,0,191,3,6755752181125065700
0,莫忘初心, 鹿晗这笑声、,2,191,1,6755753448868871787
0,, 不喜欢兰州,0,191,0,6756505863457012148
0,,鹿宝贝,4,187,8,6755691397400507683
0,,哈哈党 : 皮皮鹿专注拍照十一年哈哈哈哈或或,2,185,91,6755691614707398179
0,,鹿哥冲啊,0,185,10,6755691676255325985
0,, 皮皮鹿专注拍照十一年哈哈哈哈或或,6,188,47,6755692689817273279
0,,鹿晗，你在干啥,0,187,16,6755693022585276701
0,万千萤火, 听说这期鹿哥智商爆表[厉害],0,188,39,6755692704296315687
0,,鹿哥你拍了敢放出来吗,4,189,55,6755693945197627770
0,F,鹿5晗就爱拍别人,2,186,45,6755697225596340678
0,,下饭综艺,0,185,13,6755697509496195884
0,, 下一季也希望原班人马,0,187,19,6755698959425143322
0,, 鹿哥来拍我吧,0,189,11,6755700952051161842
0,花朝廿二,想看鹿鹿子的手机哈哈哈哈哈,0,185,19,6755702878619857845
0,, 兰州是哪个省啊,0,186,15,6755703068941556181
0,, 打卡哈哈,0,189,3,6755701592156209176
0,王京,欢迎来兰州,0,185,2,6755710542359493439
0,, 鹿好皮啊哈哈,0,186,23,6755711909565540379
0,挥霍丶放肆旳青春 ,十几个小时开车去啊？,0,189,3,6755712863218891447
0,我爱睡午觉,张颜齐啊啊孩子真累了睡的好香,0,187,5,6755719511770595683
0,,破晓色,0,189,9,6755721410279667489
0,,鹿哥又在皮啦,0,189,3,6755715307325035751
0,, 坐车11小时，累死啊,0,185,3,6755712617241056046
0,,虞书欣🐟📖🌟🎀虞书欣🐟📖🌟,0,187,2,6755725345962867800
0,,来看虞书欣挖百合,0,185,4,6755728377010224852
0,, 张颜齐有点帅哦,0,186,12,6755735043433803697
0,,鹿晗好精神,4,185,2,6755736661209397823
0,,路上还是要多睡一会儿,4,189,2,6755736727866252713
0,, 虞书欣爸爸爱你,0,186,3,6755740544212156190
0,故淵, 哈哈哈哈哈哈,0,189,0,6755743164344504509
0,,鹿晗好喜欢拍人家睡觉的照片,0,187,4,6755748623071511109
0,,但凡这里有发烧的问你接触过什么人你会说全国旅游了吗,0,187,0,6755750103395873436
0,, 每次五哈我都听成武汉,0,186,4,6755754912908822708
0,,第四,0,188,0,6755757204915602770
0,.,vip天下吗,0,186,1,6755800770777645064
0,, 王晨艺,0,188,4,6755814105288261943
0,李安峻, 来兰州了,0,186,0,6756064753611162647
0,,开始了[旅行团],1,204,14,6755691216793436138
0,,天啊  兰州,3,202,13,6755696333543641748
0,ཞས་ལས་ཡཱོན徐丽媛, 啊终于到兰州了,0,204,7,6755696531372231437
0,,兰州拉面，嘻,1,203,8,6755698245882027103
0,, 怎么不来大宁夏,0,202,8,6755698755669359380
0,, 哈哈哈,0,204,0,6755699028685685368
0,,想知道弹幕上打鹿鹿子会扣钱吗,0,204,6,6755700266521567676
0,,哈哈党 : 鹿晗小朋友手里究竟有多少人的睡颜呢,0,202,15,6755706773404398682
0,, 皮皮鹿专注拍照十一年哈哈哈哈或或,4,203,11,6755713692597724158
0,এ᭄ꦿ忆往꧔ꦿ⁵²⁰᭄,我们大兰州,0,204,3,6755718235607781354
0,,来了,5,200,0,6755720740998413280
0,ing, 来了,0,203,0,6755722013958413877
0,, 我才一定很累,0,200,7,6755714112523060576
0,,兰州拉面，啊哈哈哈,0,204,3,6755711874543109777
0,, 晨艺小憨憨,0,200,4,6755723978490714456
0,飞飞鱼_orb,兰州！！,0,204,1,6755711289016905737
0,,等待虞书欣,0,204,1,6755725471876580265
0,,啾啾啾,0,202,1,6755734631305686420
0,, 晨艺这个大棉袄哈哈哈哈哈,3,201,12,6755738015475635398
0,aB_  大安妮,哈哈哈哈哈鹿晗陪你过周五,0,201,6,6755746471317356368
0,Lang,找这司机这表演。。。。,3,237,50,6755692048957286472
0,, 第二,0,237,3,6755692179580460706
0,, 原来这就是被扔村里的原因啊哈哈哈哈,6,235,10,6755692886433974392
0,,节目组的阴谋,0,235,30,6755693536966018963
0,小静,师傅有镜头，看来是节目组安排的，哈哈哈哈哈,0,237,51,6755693482124787356
0,勾起唇角`没心没肺的微笑,真的这节目666天意哈哈哈,4,236,16,6755695706880113464
0,心, 起痘了亲,0,235,3,6755695871905959996
0,, 他们下去转头就跑,0,236,34,6755695772643600879
0,, 张颜齐哈哈哈哈哈哈哈,5,239,37,6755696428250054124
0,,王晨艺懵了,0,236,0,6755697913340828344
0,你午睡了吗, 师傅演技可以啊,0,235,4,6755698850045377129
0,,司机大哥和节目组一起套路,0,237,8,6755699411185544437
0,,一看就是骗的,1,238,24,6755700206281620615
0,, 套路,0,237,2,6755702936565127287
0,, 都是套路,0,238,19,6755705757876027413
0,, 鹿鹿长了个痘痘哈哈哈哈哈还年轻,0,236,21,6755706875855487356
0,木樨子,都感觉是节目组搞事情,0,239,32,6755707571082035637
0,,司机演技不太行啊哈哈哈哈,0,238,51,6755708650485120686
0,"Cr1stiNe,💋",肯定假的哈哈哈,0,237,9,6755717357587955345
0,,王晨艺下车,0,239,8,6755718821965918283
0,gk, 都是套路啊,0,235,4,6755719217417482870
0,废材先生不废材, 王晨艺你炸了,0,236,0,6755720235456113917
0,训导主任,起码要装模作样检查一下再说坏了呀,4,237,4,6755722084933466900
0,,张颜齐好好看啊 ,0,238,2,6755722710548466413
0,, 有没有一种模仿极限挑战的感觉,0,236,5,6755724622018619126
0,,肯定是骗人的,0,235,0,6755709439988713028
0,, 故意的吧哈哈哈,0,236,2,6755709445365767681
0,,哈哈哈哈哈车坏了,0,236,3,6755733846350044750
0,,鹿晗,0,239,1,6755735317216958042
0,,导演组安排的肯定,0,239,3,6755736282564426232
0,,演技不行啊哈哈哈哈哈哈哈哈,0,239,2,6755737164781385594
0,, HHHHHH,0,238,1,6755730636171047787
0,小王小王有点彷徨, 好家伙，套路开始了,0,237,2,6755739478820844548
0,,张颜齐！,0,238,0,6755739539172684871
0,,。,0,235,1,6755751183257205338
0,, 坐这个车，坐11个小时！？太累了！,0,238,5,6755767479956962690
0,令狐二中,车坏了，不敢信,0,235,0,6755769762871493874
0,, 五哈旅行社我听成了武汉旅行社,0,238,5,6755772807696102840
0,白雪,哈哈哈哈哈哈哈哈哈哈哈,0,239,1,6755822589681539230
0,,司机的语音像兰州人,0,239,1,6755829492926148987
0,,哈哈哈哈哈车坏了,4,217,32,6755692128493880617
0,,宝贝咋起痘了别熬夜！！,0,217,34,6755692143262025016
0,,嚯哈哈哈哈哈,6,218,20,6755692252913714607
0,,哈哈哈哈哈哈哈哈,4,215,28,6755693603101097766
0,, 张颜齐,0,217,4,6755695197620997986
0,,司机好淡定,4,216,67,6755695005751867299
0,,来看虞书欣,0,217,7,6755695463283325442
0,,鹿哥长痘了注意休息别上火啊,3,219,15,6755695333818433581
0,, 套路来了,0,218,29,6755695615176853017
0,, ？？？演戏吗,0,219,31,6755696692454469329
0,,司机演技不太行啊哈哈哈哈,0,218,17,6755696906896650219
0,盛夏之岚,鹿哥开车，戳穿司机,0,219,41,6755698202314815282
0,你午睡了吗, 哇哈哈哈哈哈哈,0,218,1,6755698433992410419
0,,哈哈哈[笑哭23],0,216,4,6755699503945414890
0,东龙,邓超,0,216,0,6755699728156487700
0,,鹿晗，你晚上还吃东西吗？都长痘痘了,0,217,14,6755700846845477376
0,是你傲吖,  哈哈哈哈哈哈哈哈哈哈车坏了？！,0,217,6,6755703377171247639
0,,王晨艺来啦,0,219,4,6755703937133121739
0,, 张颜齐哈哈哈哈哈,1,215,12,6755705703618816055
0,, 鹿老拍别人的睡姿哈哈哈,0,219,3,6755706264896384206
0,Luuuuuuuuuuu, 哈哈哈哈哈哈,0,218,0,6755707028704306510
0,,鹿晗你又帅了,0,218,2,6755706338719317770
0,,期待虞书欣,0,217,0,6755703739166213897
0,阿翡,和虞书欣一起哈哈哈哈哈,0,215,4,6755711538959675801
0,,来啦来啦来兰州了哈哈哈哈哈,0,215,2,6755713048510659558
0,,兰州兰州,0,216,1,6755713901285284708
0,,坐了多久的车啊,0,216,3,6755718518387745468
0,,来看王晨艺,0,215,2,6755718638670984464
0,,坐高铁是咋回事,0,219,0,6755719566644979966
0,,鹿哥是长痘了吗，哈哈哈哈哈,0,218,3,6755715480679861875
0,,套路。绝对的套路。,0,219,3,6755720715238049878
0,,又套路了,0,219,1,6755720951075676504
0,,  开始套路了,0,217,4,6755721985894325781
0,, 鹿哥你咋这么爱拍别人,0,216,7,6755712126830452692
0,呦吼吼, 鹿晗到底拍了多少人的睡颜,0,216,2,6755709601565573484
0,路璐An,鹿哥 🦌🦌,0,215,0,6755728473379242970
0,,来看虞书欣啦,0,218,0,6755728522222226142
0,,这谎话说的一点都不假,0,216,8,6755772917456844349
0,欣欣向荣,啥时候来山东啊,0,215,0,6755791390119589927
0,, 笑了，车坏了,0,215,0,6755807687633024349
0,,第一第一,2,210,12,6755690528580769673
0,Dd,前排,0,210,0,6755690938359100199
0,,开始了[旅行团],3,212,22,6755694435579183117
0,,哈哈党 : 怼脸拍，哈哈,5,211,36,6755694959472610916
0,一片绿叶,王晨艺我来啦,1,211,9,6755695844978567759
0,,哈哈党 : 鹿老拍别人的睡姿哈哈哈,2,213,46,6755697389975308946
0,,逗比,0,212,0,6755698079603074548
0,, 张颜齐哈哈哈哈哈,0,210,15,6755699041524715647
0,,来看虞书欣挖百合,0,210,6,6755703657259845217
0,,  开始套路了,0,211,29,6755704324842001305
0,, 是因为在兰州拍的才看这个节目，爱了爱了,0,213,33,6755706844636263720
0,,晨艺呀,0,211,4,6755707473726993671
0,, 鹿晗小朋友手里究竟有多少人的睡颜呢,0,211,15,6755712931582210368
0,,哈哈党 : 鹿晗你又开始收集别人睡觉照片,1,214,29,6755714729782004112
0,,听说王晨艺这期好惨[笑哭23],0,210,6,6755718597483938330
0,我爱睡午觉,憨憨齐齐,0,212,6,6755719658210830739
0,,表演的痕迹没有~~,0,212,34,6755714768549948189
0,慢慢喜欢, 皮皮鹿专注拍照十一年哈哈哈哈或或,0,211,2,6755722000674787292
0,, 哈哈哈,0,210,0,6755712332225563075
0,,鹿晗放出手机照片,0,211,1,6755712337988223901
0,,和欣欣一起,0,210,0,6755725530064472675
0,,极限挑战正好在附近叭，所以这次是大头他们来，,0,214,13,6755726159797276132
0,, 张颜齐一脸懵,0,211,2,6755735291442694575
0,, 一看到这路，居然和我想的一样，在这里开始走路去兰州，必定是一大幸事。,0,210,2,6755729839551427724
0,aB_  大安妮,哈哈哈哈哈,0,213,5,6755746535126314579
0,,车坏了，骗人的吧？,0,212,13,6755748758166161380
0,Qzgl,明显司机正常制动，你说没油了还行,0,212,7,6755747271841873322
0,wmh1212,不可能一直坐10几个小时,0,213,2,6755752880469375915
0,,张颜齐真的显得好乖呀,0,212,1,6755757450261372089
0,,车坏老，哈哈哈哈，太熟悉了,0,212,2,6755765085979258571
0,,真的很累啊，11个小时,0,213,1,6755772938029559939
0,,这司机才是真累,0,213,1,6755805968807246225
0,, 噢耶~~明天休息，现在看哈哈哈哈哈，真可以哈哈哈爽了[厉害],0,213,1,6755808817411763385
0,,司机师傅演的真好,0,213,4,6755812007581611879
0,, 故意的,0,214,1,6756040918127806263
0,,第一第一,1,226,6,6755691285728175319
0,,哈哈党 : 导演组日常不按常理出牌,1,225,69,6755693991784074697
0,, 什么路啊 1小时才开21公里,0,226,12,6755695520950811225
0,勾起唇角`没心没肺的微笑,哈哈哈,0,226,1,6755695665788517119
0,,司机演技不太行啊哈哈哈哈,0,226,32,6755696129469780358
0,王撇撇,表演的痕迹没有~~,0,225,15,6755696276660537788
0,, 故意的吧哈哈哈,0,225,25,6755696718282953868
0,,鹿哥长痘了注意休息别上火啊,0,226,2,6755699056254139255
0,,鹿长痘了[笑哭23][笑哭23][笑哭23],3,227,32,6755699082050120470
0,抱住星星.,鹿鹿，长痘了,2,229,24,6755700515414766676
0,,王勉也挺帅的啊哈哈哈哈,0,226,0,6755700618645979329
0,,肯定是骗人的,3,229,20,6755701200696915824
0,chenying,晨艺发量达人啊,0,227,15,6755701382482956020
0,,哈哈党 : ？？？演戏吗,0,226,2,6755703597250918751
0,,期待虞书欣！！！✨💖🌈,0,225,10,6755704048826482167
0,,宝贝咋起痘了别熬夜！！,0,229,6,6755704557507473832
0,🍪,真的假的是节目安排吗哈哈,0,225,5,6755704638893390821
0,, 哈哈哈哈哈哈哈哈哈,0,226,6,6755706969899863221
0,伴风望海,湖南槟榔赞助的也没看他们来湖南,0,227,5,6755707485660840193
0,,司机演技0分，哈哈哈哈哈,0,229,9,6755709067987502034
0,,鹿哥开车，戳穿司机,5,228,14,6755712177992303249
0,,哈哈哈哈哈车坏了,0,227,3,6755715796733239721
0,,一看就是套路，要他们走过去,0,229,4,6755716801449369215
0,, 鹿晗真好看,0,228,9,6755719795216776592
0,我爱睡午觉,车坏了好突然,0,225,7,6755719868194161520
0,, 鹿哥来拍我吧,0,227,5,6755713227512289050
0,👄陨落,和第一期比，鹿哥瘦了好多,0,229,5,6755723442076715104
0,哈哈哈哈，开心一下,666,0,228,0,6755711749825437050
0,旧言虐心, 晨艺宝宝好可爱,0,229,4,6755725797556163318
0,,王晨艺哈哈哈哈哈,0,227,1,6755725645687486574
0,,司机师傅你这有点牵强啊，哈哈哈,0,228,13,6755709746674857449
0,, 我想的是没有油,0,225,1,6755730003796178309
0,, ？？？演戏吗,0,225,5,6755737292615728568
0,,司机好淡定,0,229,2,6755737307735849038
0,,车坏了,0,228,0,6755739714516885016
0,,绝对的套路,0,228,7,6755746809931561773
0,棣, 为啥不来许昌,0,228,3,6755761696121801824
0,丶汝灬, 其实我喜欢五哈旅行社声音的,0,228,1,6755763741507656825
0,,哈哈哈哈哈哈哈哈,0,227,2,6755763587395023406
0,,故意坏的,0,227,9,6755781752313281600
0,,哈哈党 : 原来这就是被扔村里的原因啊哈哈哈哈,2,230,77,6755691967168365682
0,,真的是假的,3,232,22,6755692297251659562
0,包,哈哈党 : 张颜齐哈哈哈哈哈哈哈,3,234,23,6755695034944917168
0,京师律师, 晨艺这发量总炸毛哈哈哈哈哈,0,234,12,6755694117013362609
0,, 导演组日常不按常理出牌,0,234,11,6755696117843209211
0,,哈哈哈哈,0,232,6,6755697339575858141
0,,表演的痕迹没有~~,0,234,21,6755698083369567088
0,盛夏之岚,骗子,0,232,3,6755698276278148241
0,,王晨艺这膨胀的发型,5,231,19,6755699910920089549
0,,师傅不会撒谎哈哈哈哈哈,0,234,3,6755703698530777639
0,,鹿哥长痘了注意休息别上火啊,0,231,11,6755703969424096362
0,,人咋囧途,0,232,5,6755707479617117929
0,,鹿长痘了[笑哭23][笑哭23][笑哭23],3,233,26,6755701802240778107
0,,套路哈哈哈哈(ಡωಡ)hiahiahia,0,233,16,6755708926895000818
0,,哈哈哈哈哈哈哈哈,0,230,9,6755713240825009971
0,废材先生不废材, 晨艺你的发型太好笑了,0,230,4,6755720212201881186
0,,我家欣欣子呢,0,233,4,6755725721647649426
0,零逸,坏了你不下去检查看看,0,233,6,6755725922995260556
0,,城里人真会玩,0,230,6,6755708875879946781
0,,谁知道鹿晗身上的白色羽绒服是什么牌子的,0,230,0,6755729065568137860
0,, hhhhh,0,230,2,6755733928201930760
0,,师傅，演技可以啊！,0,230,14,6755738562739057794
0,,哈哈哈司机师傅一口兰普,0,233,2,6755740401678142182
0,aB_  大安妮,我觉得是导演组的兴趣味,0,230,0,6755746776663707069
0,莫忘初心,哈哈党 : ？？？演戏吗,2,233,2,6755746839971525262
0,,第一次见鹿哥脸上有痘,0,232,4,6755760099736099342
0,,大爷是个好演员,0,233,8,6755768644723552552
0,, 五哈来兰州，中山桥人山人海,0,232,1,6755777975673878988
0,, 假的，啊、哈哈哈   故意的,0,231,6,6755779349112625908
0,李文诗锐,车坏了好突然,0,234,3,6755784719834744831
0,, 鹿晗 哈哈哈哈哈,0,232,0,6755787198186328358
0,, 他们一下车就开车跑？？？,0,233,0,6755790748751769758
0,耶啵yibo,节目组绝对搞事情,0,232,2,6755798687211261999
0,,兰州话,5,231,1,6755809510460423005
0,, 虞书新有点影响观感,0,231,3,6755842484296235730
0,,鹿子亲亲你,3,231,0,6755854762497254009
0,灬晝亱無温灬,不是吧。第十期警告,4,220,29,6755691820921330935
0,,来了来了 第一,3,224,4,6755692333325908717
0,,鹿子你长了一个痘痘哈哈哈,0,220,18,6755695772379367153
0,,嚯哈哈哈哈哈,0,224,3,6755696128747387997
0,,来看虞书欣啦,0,220,4,6755696159349046740
0,Sue,套路来了,4,221,26,6755700978152315669
0,, 仔细听车坏了后一句,0,224,10,6755701053749491552
0,, 好家伙，套路开始了,0,224,21,6755701572350975532
0,,钱的没得还坐飞机呢，那个哈儿说的,6,222,28,6755702821796433560
0,,哈哈党 : 鹿老拍别人的睡姿哈哈哈,0,220,8,6755704518937660639
0,,兰州没有拉面,0,222,3,6755704860483023870
0,, 套路来了,0,222,17,6755704366357222377
0,山中有雾气,这司机说车坏了一点都不走心啊，哈哈哈 ,0,224,18,6755709321218606472
0,娟儿,虞书欣,0,220,0,6755710794961810224
0,,来看虞书欣,0,224,1,6755711383036424346
0,,想看鹿鹿子的手机哈哈哈哈哈,0,222,6,6755713207367094156
0,小明同学, 这个车坏的猝不及防,0,220,4,6755713709306819863
0,我爱睡午觉,车坏了哈哈哈,1,223,21,6755719825483868827
0,废材先生不废材, 晨艺你的形象呢,0,223,11,6755720180518125529
0,,兰州兰州,0,222,1,6755721125583896900
